  0.05000 0.2325
  0.15000 0.4667
  0.25000 0.6442
  0.35000 0.7951
  0.45000 0.8989
  0.55000 0.9640
  0.65000 0.9965
  0.75000 1.0000
  0.85000 0.9911
  0.95000 0.9805
  1.05000 0.9629
  1.15000 0.9413
  1.25000 0.9135
  1.35000 0.8912
  1.45000 0.8741
  1.55000 0.8510
  1.65000 0.8176
  1.75000 0.7838
  1.85000 0.7553
  1.95000 0.7255
  2.05000 0.6863
  2.15000 0.6415
  2.25000 0.6012
  2.35000 0.5627
  2.45000 0.5201
  2.55000 0.4834
  2.65000 0.4528
  2.75000 0.4185
  2.85000 0.3804
  2.95000 0.3427
  3.05000 0.3089
  3.15000 0.2844
  3.25000 0.2622
  3.35000 0.2381
  3.45000 0.2146
  3.55000 0.1920
  3.65000 0.1701
  3.75000 0.1501
  3.85000 0.1319
  3.95000 0.1158
  4.05000 0.1031
  4.15000 0.0901
  4.25000 0.0776
  4.35000 0.0667
  4.45000 0.0562
  4.55000 0.0468
  4.65000 0.0386
  4.75000 0.0329
  4.85000 0.0280
  4.95000 0.0242
  5.05000 0.0214
  5.15000 0.0190
  5.25000 0.0165
  5.35000 0.0143
  5.45000 0.0122
  5.55000 0.0102
  5.65000 0.0084
  5.75000 0.0069
  5.85000 0.0061
  5.95000 0.0055
  6.05000 0.0049
  6.15000 0.0043
  6.25000 0.0038
  6.35000 0.0033
  6.45000 0.0029
  6.55000 0.0024
  6.65000 0.0020
  6.75000 0.0017
  6.85000 0.0013
  6.95000 0.0011
  7.05000 0.0009
  7.15000 0.0008
  7.25000 0.0006
  7.35000 0.0005
  7.45000 0.0005
  7.55000 0.0004
  7.65000 0.0003
  7.75000 0.0003
  7.85000 0.0003
  7.95000 0.0002
  8.05000 0.0002
  8.15000 0.0002
  8.25000 0.0002
  8.35000 0.0002
  8.45000 0.0001
  8.55000 0.0001
  8.65000 0.0001
  8.75000 0.0001
  8.85000 0.0001
  8.95000 0.0001
  9.05000 0.0001
  9.15000 0.0001
  9.25000 0.0001
  9.35000 0.0000
  9.45000 0.0000
  9.55000 0.0000
  9.65000 0.0000
  9.75000 0.0000
  9.85000 0.0000
  9.95000 0.0000
