  0.05000 0.1759
  0.15000 0.3797
  0.25000 0.5523
  0.35000 0.6907
  0.45000 0.7945
  0.55000 0.8690
  0.65000 0.9248
  0.75000 0.9604
  0.85000 0.9802
  0.95000 0.9916
  1.05000 0.9994
  1.15000 1.0000
  1.25000 0.9928
  1.35000 0.9833
  1.45000 0.9686
  1.55000 0.9479
  1.65000 0.9210
  1.75000 0.8926
  1.85000 0.8677
  1.95000 0.8353
  2.05000 0.7951
  2.15000 0.7517
  2.25000 0.7081
  2.35000 0.6682
  2.45000 0.6248
  2.55000 0.5845
  2.65000 0.5440
  2.75000 0.5002
  2.85000 0.4560
  2.95000 0.4124
  3.05000 0.3728
  3.15000 0.3375
  3.25000 0.3039
  3.35000 0.2719
  3.45000 0.2440
  3.55000 0.2190
  3.65000 0.1955
  3.75000 0.1736
  3.85000 0.1550
  3.95000 0.1393
  4.05000 0.1257
  4.15000 0.1119
  4.25000 0.0990
  4.35000 0.0876
  4.45000 0.0781
  4.55000 0.0703
  4.65000 0.0629
  4.75000 0.0568
  4.85000 0.0511
  4.95000 0.0456
  5.05000 0.0402
  5.15000 0.0350
  5.25000 0.0298
  5.35000 0.0249
  5.45000 0.0213
  5.55000 0.0179
  5.65000 0.0149
  5.75000 0.0125
  5.85000 0.0105
  5.95000 0.0086
  6.05000 0.0069
  6.15000 0.0053
  6.25000 0.0037
  6.35000 0.0029
  6.45000 0.0027
  6.55000 0.0026
  6.65000 0.0025
  6.75000 0.0024
  6.85000 0.0023
  6.95000 0.0022
  7.05000 0.0020
  7.15000 0.0018
  7.25000 0.0016
  7.35000 0.0014
  7.45000 0.0013
  7.55000 0.0012
  7.65000 0.0010
  7.75000 0.0009
  7.85000 0.0008
  7.95000 0.0007
  8.05000 0.0006
  8.15000 0.0006
  8.25000 0.0005
  8.35000 0.0004
  8.45000 0.0004
  8.55000 0.0003
  8.65000 0.0003
  8.75000 0.0003
  8.85000 0.0002
  8.95000 0.0002
  9.05000 0.0002
  9.15000 0.0002
  9.25000 0.0002
  9.35000 0.0001
  9.45000 0.0001
  9.55000 0.0001
  9.65000 0.0001
  9.75000 0.0001
  9.85000 0.0001
  9.95000 0.0001
